기간,Dubai,Brent,WTI
15년01월02일,368.30,390.08,364.29
15년01월05일,353.56,368.33,347.04
15년01월06일,335.29,356.35,334.24
15년01월07일,323.56,355.15,337.79
15년01월08일,328.55,352.49,337.48
15년01월09일,327.57,346.23,334.14
15년01월12일,313.74,325.83,316.49
15년01월13일,294.95,317.37,312.60
15년01월14일,289.44,331.21,329.78
15년01월15일,302.13,323.79,314.15
15년01월16일,299.48,342.10,332.01
15년01월19일,311.97,330.94,
15년01월20일,304.41,325.94,315.07
15년01월21일,305.23,334.42,325.89
15년01월22일,305.22,331.67,316.57
15년01월23일,303.23,333.06,311.21
15년01월26일,301.05,328.39,307.87
15년01월27일,296.19,336.72,313.84
15년01월28일,305.12,329.90,302.54
15년01월29일,303.99,334.64,303.31
15년01월30일,312.79,363.56,330.97
15년02월02일,336.45,377.39,341.69
15년02월03일,364.47,401.11,367.44
15년02월04일,378.01,374.15,334.70
15년02월05일,352.21,387.56,345.83
15년02월06일,371.52,395.98,354.12
15년02월09일,379.02,399.35,361.84
15년02월10일,385.23,389.37,345.14
15년02월11일,376.74,375.02,335.09
15년02월12일,377.74,393.61,353.32
15년02월13일,401.94,428.55,367.67
15년02월16일,406.44,424.20,
15년02월17일,406.97,432.12,369.93
15년02월18일,409.94,418.30,360.32
15년02월19일,,416.09,353.55
15년02월20일,,416.16,347.88
15년02월23일,396.85,408.00,342.54
15년02월24일,391.33,409.48,344.00
15년02월25일,389.37,429.74,355.55
15년02월26일,405.12,416.42,334.04
15년02월27일,396.78,432.67,344.03
15년03월02일,412.04,411.76,342.95
15년03월03일,396.31,423.15,350.33
15년03월04일,399.91,418.94,356.53
15년03월05일,395.53,417.12,350.08
15년03월06일,396.21,413.30,343.27
15년03월09일,391.29,404.78,345.78
15년03월10일,387.45,393.81,337.24
15년03월11일,376.72,405.17,339.19
15년03월12일,392.57,404.48,333.40
15년03월13일,390.94,388.88,318.96
15년03월16일,373.46,378.35,310.66
15년03월17일,368.30,381.64,309.96
15년03월18일,364.22,397.42,317.45
15년03월19일,378.40,385.70,311.51
15년03월20일,364.78,387.62,320.35
15년03월23일,373.02,394.53,334.78
15년03월24일,374.81,386.81,333.47
15년03월25일,366.91,393.30,342.67
15년03월26일,374.47,410.53,356.71
15년03월27일,391.50,391.78,339.41
15년03월30일,374.73,390.98,338.13
15년03월31일,374.20,383.03,330.83
15년04월01일,368.65,398.44,349.53
15년04월02일,379.28,381.50,341.17
15년04월06일,371.44,400.15,358.98
15년04월07일,375.76,403.70,368.73
15년04월08일,383.28,380.74,345.58
15년04월09일,366.63,389.05,349.30
15년04월10일,373.47,398.17,355.31
15년04월13일,389.55,398.84,357.39
15년04월14일,388.46,403.02,367.57
15년04월15일,391.99,416.13,389.02
15년04월16일,404.38,441.06,390.94
15년04월17일,405.57,434.61,381.80
15년04월20일,405.00,433.05,384.80
15년04월21일,403.49,422.77,376.32
15년04월22일,395.48,427.51,382.73
15년04월23일,398.74,441.26,392.88
15년04월24일,418.53,444.76,389.37
15년04월27일,420.78,439.99,386.78
15년04월28일,416.46,436.87,385.64
15년04월29일,415.26,443.49,394.58
15년04월30일,421.16,448.64,400.61
15년05월01일,,446.49,397.38
15년05월04일,424.00,447.01,396.42
15년05월05일,425.69,454.21,406.31
15년05월06일,440.33,460.58,414.09
15년05월07일,442.37,445.63,400.75
15년05월08일,430.30,446.91,405.90
15년05월11일,431.34,445.55,406.70
15년05월12일,427.77,458.35,416.46
15년05월13일,442.73,460.65,417.14
15년05월14일,438.07,458.59,412.38
15년05월15일,436.72,459.56,410.58
15년05월18일,435.58,454.01,407.15
15년05월19일,428.71,437.11,390.95
15년05월20일,423.70,446.21,404.70
15년05월21일,431.78,458.37,418.28
15년05월22일,440.76,449.98,411.09
15년05월25일,433.53,451.02,
15년05월26일,432.72,437.18,398.14
15년05월27일,429.10,428.76,397.32
15년05월28일,422.23,435.74,401.62
15년05월29일,425.89,456.90,420.24
15년06월01일,,452.00,419.39
15년06월02일,436.92,457.89,428.32
15년06월03일,436.73,447.24,418.08
15년06월04일,422.33,431.52,403.48
15년06월05일,412.10,441.98,412.79
15년06월08일,421.31,438.51,406.69
15년06월09일,420.71,457.67,424.23
15년06월10일,441.14,462.54,432.48
15년06월11일,445.84,457.57,427.07
15년06월12일,435.96,446.09,418.78
15년06월15일,428.64,437.88,416.27
15년06월16일,424.47,447.22,421.03
15년06월17일,427.35,448.86,421.10
15년06월18일,428.66,451.72,424.94
15년06월19일,425.36,439.95,416.14
15년06월22일,415.39,439.83,414.42
15년06월23일,415.85,445.88,422.08
15년06월24일,424.25,440.92,418.55
15년06월25일,420.11,440.61,416.21
15년06월26일,418.82,441.51,416.17
15년06월29일,416.34,434.93,409.12
15년06월30일,421.12,449.61,420.48
15년07월01일,428.58,436.18,400.65
15년07월02일,418.67,436.68,400.51
15년07월03일,420.00,426.15,
15년07월06일,408.13,398.34,370.09
15년07월07일,390.77,402.74,370.72
15년07월08일,390.63,405.34,366.97
15년07월09일,404.96,418.67,377.03
15년07월10일,415.86,419.72,376.91
15년07월13일,410.46,411.17,371.01
15년07월14일,400.33,416.41,377.48
15년07월15일,408.00,408.86,368.44
15년07월16일,400.28,412.91,365.53
15년07월17일,,412.45,367.59
15년07월20일,399.44,408.45,361.58
15년07월21일,396.17,413.27,364.87
15년07월22일,400.96,408.97,358.41
15년07월23일,393.08,400.69,351.25
15년07월24일,390.76,399.31,351.94
15년07월27일,387.28,391.68,347.14
15년07월28일,381.21,391.87,352.76
15년07월29일,380.41,391.55,357.89
15년07월30일,382.58,388.26,353.37
15년07월31일,381.98,383.01,345.67
15년08월03일,375.93,364.24,332.24
15년08월04일,367.40,366.37,335.23
15년08월05일,368.40,364.72,332.07
15년08월06일,366.48,365.08,329.25
15년08월07일,,357.79,322.90
15년08월10일,,369.17,329.25
15년08월11일,370.80,360.47,315.76
15년08월12일,363.44,365.58,318.76
15년08월13일,373.37,368.50,316.17
15년08월14일,370.07,367.08,318.19
15년08월17일,358.42,359.97,309.23
15년08월18일,358.56,362.94,316.92
15년08월19일,359.69,351.42,304.02
15년08월20일,348.33,347.51,306.66
15년08월21일,344.60,338.86,301.52
15년08월24일,332.89,320.07,286.70
15년08월25일,321.48,325.62,296.23
15년08월26일,322.64,324.15,290.03
15년08월27일,325.82,355.65,318.26
15년08월28일,348.91,372.83,336.85
15년08월31일,360.47,400.64,364.02
15년09월01일,371.90,368.77,337.89
15년09월02일,341.32,373.41,341.99
15년09월03일,348.32,375.51,346.39
15년09월04일,352.50,370.58,343.99
15년09월07일,349.09,356.81,
15년09월08일,347.25,374.39,347.32
15년09월09일,359.83,360.05,334.10
15년09월10일,343.01,366.55,344.29
15년09월11일,,362.08,335.68
15년09월14일,338.57,345.27,327.62
15년09월15일,325.88,346.38,331.23
15년09월16일,327.83,370.00,350.66
15년09월17일,347.03,364.09,347.92
15년09월18일,338.36,349.25,328.72
15년09월21일,327.14,358.99,342.55
15년09월22일,332.01,362.11,338.13
15년09월23일,334.16,353.56,329.35
15년09월24일,,359.79,335.44
15년09월25일,337.18,364.32,342.58
15년09월28일,337.41,354.87,333.06
15년09월29일,329.46,361.54,339.05
15년09월30일,332.16,362.59,338.01
15년10월01일,343.82,357.08,334.99
15년10월02일,336.53,356.92,337.71
15년10월05일,340.89,365.69,343.49
15년10월06일,342.67,382.77,357.78
15년10월07일,358.77,376.07,350.28
15년10월08일,354.79,388.80,362.27
15년10월09일,366.37,385.87,363.74
15년10월12일,361.78,363.60,343.47
15년10월13일,339.78,355.36,336.74
15년10월14일,335.76,354.75,336.63
15년10월15일,335.94,352.37,335.51
15년10월16일,332.15,359.82,337.00
15년10월19일,328.19,345.16,325.85
15년10월20일,315.75,344.77,322.40
15년10월21일,315.82,340.13,321.29
15년10월22일,311.03,342.12,322.91
15년10월23일,314.28,343.57,319.30
15년10월26일,308.32,337.11,311.87
15년10월27일,306.80,333.91,308.16
15년10월28일,306.73,348.99,326.87
15년10월29일,316.74,347.74,328.21
15년10월30일,315.70,356.08,334.74
15년11월02일,319.05,349.42,330.44
15년11월03일,314.74,362.43,343.49
15년11월04일,324.01,346.32,330.21
15년11월05일,310.46,340.87,321.12
15년11월06일,308.69,339.16,316.77
15년11월09일,307.09,337.96,314.18
15년11월10일,,344.37,320.93
15년11월11일,310.26,333.72,312.74
15년11월12일,302.74,320.03,303.25
15년11월13일,296.06,316.68,295.84
15년11월16일,294.73,325.48,304.89
15년11월17일,297.92,321.38,299.99
15년11월18일,291.52,324.61,299.68
15년11월19일,296.18,326.07,299.21
15년11월20일,293.42,327.03,295.76
15년11월23일,287.94,326.22,303.80
15년11월24일,296.42,335.89,312.22
15년11월25일,300.92,335.59,312.84
15년11월26일,294.87,327.43,
15년11월27일,290.92,323.27,300.57
15년11월30일,288.49,322.79,301.37
15년12월01일,289.81,323.60,304.74
15년12월02일,289.55,309.51,290.93
15년12월03일,279.20,319.67,299.55
15년12월04일,287.17,315.74,293.49
15년12월07일,279.04,296.35,273.94
15년12월08일,270.79,295.37,275.19
15년12월09일,269.91,296.69,274.87
15년12월10일,270.56,294.43,272.42
15년12월11일,268.11,280.92,263.81
15년12월14일,257.03,281.37,269.42
15년12월15일,252.31,286.85,278.64
15년12월16일,254.75,276.70,264.28
15년12월17일,243.51,274.64,259.00
15년12월18일,244.55,273.47,257.53
15년12월21일,238.22,270.77,258.78
15년12월22일,237.14,267.60,267.82
15년12월23일,235.39,276.37,277.40
15년12월24일,241.95,279.24,280.79
15년12월28일,240.18,269.72,271.12
15년12월29일,235.29,276.91,277.50
15년12월30일,240.46,267.79,268.81
15년12월31일,237.29,274.82,273.05
16년01월04일,239.87,274.37,270.98
16년01월05일,235.84,271.29,267.94
16년01월06일,229.79,255.71,253.77
16년01월07일,209.96,253.44,249.84
16년01월08일,219.66,253.16,250.22
16년01월11일,211.19,237.38,236.32
16년01월12일,200.99,234.59,231.40
16년01월13일,201.36,230.39,231.69
16년01월14일,197.59,235.46,236.75
16년01월15일,200.00,220.74,224.41
16년01월18일,187.76,217.46,
16년01월19일,188.52,219.33,217.05
16년01월20일,177.77,212.17,202.05
16년01월21일,173.98,222.91,225.04
16년01월22일,181.73,244.89,244.97
16년01월25일,197.52,230.82,229.61
16년01월26일,186.61,238.90,236.27
16년01월27일,197.30,250.12,244.08
16년01월28일,204.56,256.01,250.95
16년01월29일,215.63,264.05,255.53
16년02월01일,220.09,259.77,239.89
16년02월02일,212.74,247.89,226.37
16년02월03일,208.25,265.16,244.27
16년02월04일,225.83,263.72,242.75
16년02월05일,221.04,257.66,233.68
16년02월08일,,248.73,224.60
16년02월09일,,229.36,211.36
16년02월10일,198.20,233.30,207.65
16년02월11일,196.04,225.96,197.02
16년02월12일,202.23,251.16,221.65
16년02월15일,221.74,253.39,
16년02월16일,233.32,244.89,221.00
16년02월17일,216.63,264.00,234.62
16년02월18일,233.04,264.09,237.04
16년02월19일,231.82,254.49,228.51
16년02월22일,227.63,269.23,244.32
16년02월23일,230.29,258.06,247.20
16년02월24일,221.05,266.23,248.75
16년02월25일,228.81,274.09,256.84
16년02월26일,236.59,272.90,254.86
16년02월29일,233.04,279.50,262.25
16년03월01일,245.93,286.03,267.30
16년03월02일,249.37,288.24,270.52
16년03월03일,248.42,287.42,268.04
16년03월04일,246.64,296.85,275.39
16년03월07일,261.41,310.44,288.09
16년03월08일,268.56,299.44,275.66
16년03월09일,265.54,311.33,290.26
16년03월10일,276.91,305.94,289.06
16년03월11일,276.53,307.09,292.72
16년03월14일,269.40,298.39,280.65
16년03월15일,258.66,289.11,271.20
16년03월16일,260.30,301.66,287.68
16년03월17일,275.09,311.63,301.58
16년03월18일,276.44,304.36,291.36
16년03월21일,271.28,303.42,291.52
16년03월22일,274.34,306.30,303.81
16년03월23일,270.86,295.15,290.19
16년03월24일,262.68,294.75,287.61
16년03월28일,267.07,296.20,289.73
16년03월29일,266.09,287.94,281.61
16년03월30일,259.32,287.19,280.31
16년03월31일,254.30,287.31,278.17
16년04월01일,260.74,278.37,264.84
16년04월04일,251.77,272.36,257.98
16년04월05일,244.23,273.40,259.11
16년04월06일,252.01,289.43,274.24
16년04월07일,265.22,286.67,270.90
16년04월08일,266.57,304.55,288.43
16년04월11일,274.89,311.55,293.59
16년04월12일,279.52,323.03,304.82
16년04월13일,289.93,319.35,301.85
16년04월14일,285.55,315.65,298.80
16년04월15일,285.62,312.68,292.80
16년04월18일,273.08,310.57,287.92
16년04월19일,283.60,318.79,297.43
16년04월20일,279.98,328.55,305.81
16년04월21일,296.99,317.14,307.53
16년04월22일,292.74,322.01,312.16
16년04월25일,293.27,319.25,306.04
16년04월26일,295.26,330.77,318.47
16년04월27일,307.99,341.18,327.80
16년04월28일,311.51,346.97,331.76
16년04월29일,318.45,346.29,330.39
16년05월02일,,328.07,320.56
16년05월03일,308.76,322.68,313.21
16년05월04일,300.75,319.13,313.12
16년05월05일,303.61,321.92,316.98
16년05월06일,301.82,324.49,319.42
16년05월09일,310.82,316.55,315.17
16년05월10일,302.04,333.47,327.17
16년05월11일,311.47,351.49,341.38
16년05월12일,328.05,353.25,343.11
16년05월13일,325.02,350.21,338.35
16년05월16일,333.56,360.19,351.00
16년05월17일,338.64,365.32,358.13
16년05월18일,337.70,361.10,355.64
16년05월19일,332.39,362.55,357.72
16년05월20일,341.92,364.91,357.65
16년05월23일,335.40,361.41,359.39
16년05월24일,331.52,361.73,361.81
16년05월25일,338.44,371.86,370.52
16년05월26일,341.15,369.87,369.05
16년05월27일,336.58,366.36,366.44
16년05월30일,337.80,369.10,
16년05월31일,343.73,372.11,367.70
16년06월01일,340.26,372.31,366.99
16년06월02일,346.22,375.24,368.71
16년06월03일,346.29,371.43,363.79
16년06월06일,343.52,378.24,371.80
16년06월07일,349.41,383.89,375.83
16년06월08일,351.11,384.18,374.82
16년06월09일,356.29,377.90,367.78
16년06월10일,350.62,367.42,356.73
16년06월13일,344.28,368.35,357.59
16년06월14일,341.54,367.58,357.70
16년06월15일,339.91,361.15,354.07
16년06월16일,332.43,349.15,341.90
16년06월17일,327.36,361.88,353.12
16년06월20일,342.65,372.99,363.57
16년06월21일,339.48,370.35,357.40
16년06월22일,343.26,363.37,357.91
16년06월23일,337.87,370.07,364.26
16년06월24일,329.24,350.53,344.96
16년06월27일,331.54,346.61,340.51
16년06월28일,331.58,361.57,356.14
16년06월29일,338.23,374.32,368.92
16년06월30일,340.36,363.95,354.06
16년07월01일,327.61,365.02,355.16
16년07월04일,339.01,361.60,
16년07월05일,325.03,346.34,336.52
16년07월06일,,353.91,343.97
16년07월07일,329.90,340.24,331.00
16년07월08일,309.18,340.17,330.35
16년07월11일,306.01,337.22,326.35
16년07월12일,307.41,349.93,337.87
16년07월13일,313.81,334.41,323.49
16년07월14일,304.90,341.36,329.18
16년07월15일,305.87,341.92,330.00
16년07월18일,309.06,334.57,322.31
16년07월19일,301.68,333.49,319.12
16년07월20일,302.45,337.75,321.79
16년07월21일,306.61,331.51,321.10
16년07월22일,298.56,327.67,316.92
16년07월25일,295.41,319.25,307.90
16년07월26일,288.68,320.86,306.92
16년07월27일,290.64,311.26,300.16
16년07월28일,284.48,304.59,293.46
16년07월29일,273.59,300.64,294.55
16년08월01일,282.67,297.50,282.81
16년08월02일,271.48,292.10,276.10
16년08월03일,268.81,300.61,284.78
16년08월04일,280.20,310.33,293.80
16년08월05일,288.77,310.14,292.83
16년08월08일,291.36,317.99,301.38
16년08월09일,,314.80,299.33
16년08월10일,287.90,306.77,290.47
16년08월11일,279.15,317.41,299.83
16년08월12일,296.37,324.56,307.43
16년08월15일,307.01,334.10,316.06
16년08월16일,316.78,340.95,322.60
16년08월17일,315.79,343.34,322.26
16년08월18일,323.44,352.84,334.32
16년08월19일,328.89,354.08,337.65
16년08월22일,328.63,344.83,330.03
16년08월23일,321.20,353.62,340.45
16년08월24일,323.02,344.74,328.71
16년08월25일,321.62,350.41,333.90
16년08월26일,314.05,351.35,335.31
16년08월29일,321.03,345.13,329.15
16년08월30일,326.69,342.33,328.03
16년08월31일,315.11,330.94,314.47
16년09월01일,302.07,319.43,303.34
16년09월02일,293.65,329.69,312.87
16년09월05일,311.27,334.82,
16년09월06일,302.52,329.42,312.48
16년09월07일,303.52,333.47,316.24
16년09월08일,308.25,343.73,327.44
16년09월09일,312.52,330.12,315.47
16년09월12일,,334.17,320.13
16년09월13일,305.20,329.02,313.65
16년09월14일,304.36,320.29,304.43
16년09월15일,293.67,325.45,306.73
16년09월16일,295.77,319.73,300.59
16년09월19일,296.85,321.48,302.93
16년09월20일,295.80,323.21,306.02
16년09월21일,303.35,329.75,319.26
16년09월22일,306.13,334.72,325.37
16년09월23일,301.05,318.40,308.62
16년09월26일,292.74,328.86,319.00
16년09월27일,300.28,320.05,311.00
16년09월28일,294.08,337.95,326.57
16년09월29일,307.72,339.35,329.63
16년09월30일,311.06,338.30,332.64
16년10월03일,330.09,350.92,336.57
16년10월04일,331.53,352.60,337.49
16년10월05일,339.41,360.47,346.36
16년10월06일,341.66,367.87,353.36
16년10월07일,349.98,362.99,348.17
16년10월10일,343.16,372.91,360.35
16년10월11일,349.47,366.24,354.92
16년10월12일,351.56,364.07,352.62
16년10월13일,346.70,367.61,356.38
16년10월14일,354.68,369.40,358.02
16년10월17일,350.02,367.12,355.86
16년10월18일,353.09,370.67,360.70
16년10월19일,353.75,375.12,367.50
16년10월20일,350.71,362.86,356.15
16년10월21일,345.15,366.07,359.50
16년10월24일,353.08,367.21,360.50
16년10월25일,351.08,362.43,356.51
16년10월26일,342.48,357.28,351.56
16년10월27일,343.03,359.48,354.14
16년10월28일,347.11,356.50,349.26
16년10월31일,341.72,347.91,337.54
16년11월01일,326.99,346.58,335.99
16년11월02일,316.57,336.54,325.62
16년11월03일,314.44,334.89,322.67
16년11월04일,307.34,327.00,316.17
16년11월07일,307.02,331.90,322.84
16년11월08일,307.83,330.59,322.98
16년11월09일,304.58,331.69,323.89
16년11월10일,314.73,330.36,321.86
16년11월11일,316.37,323.97,314.27
16년11월14일,307.24,325.40,317.27
16년11월15일,308.81,345.45,337.06
16년11월16일,319.43,342.80,335.01
16년11월17일,319.14,341.31,333.45
16년11월18일,316.15,346.15,337.50
16년11월21일,330.70,363.64,353.16
16년11월22일,343.05,365.68,357.57
16년11월23일,340.63,361.92,354.60
16년11월24일,337.50,362.11,
16년11월25일,341.88,351.33,342.55
16년11월28일,324.48,357.70,349.10
16년11월29일,328.67,341.40,332.94
16년11월30일,324.27,370.94,363.37
16년12월01일,360.13,396.27,375.12
16년12월02일,371.65,401.67,381.17
16년12월05일,380.19,404.48,381.29
16년12월06일,381.33,398.17,376.02
16년12월07일,370.37,389.87,366.11
16년12월08일,369.97,396.38,373.95
16년12월09일,374.15,396.10,375.46
16년12월12일,397.42,408.50,387.52
16년12월13일,389.00,410.12,389.95
16년12월14일,386.26,395.13,374.17
16년12월15일,379.55,396.96,374.04
16년12월16일,383.68,409.81,385.24
16년12월19일,393.46,408.79,387.95
16년12월20일,388.71,413.04,389.76
16년12월21일,396.13,408.04,393.28
16년12월22일,388.94,413.50,397.73
16년12월23일,393.42,415.64,399.52
16년12월27일,397.72,423.15,406.62
16년12월28일,407.34,426.21,409.84
16년12월29일,409.41,426.42,408.42
16년12월30일,409.18,431.91,408.34
17년01월03일,415.17,421.40,397.55
17년01월04일,409.61,428.35,404.07
17년01월05일,411.98,431.79,408.04
17년01월06일,406.60,427.96,404.66
17년01월09일,406.50,410.91,388.62
17년01월10일,402.93,406.72,385.34
17년01월11일,393.72,415.44,393.95
17년01월12일,402.22,421.49,398.91
17년01월13일,403.97,412.53,389.61
17년01월16일,394.75,413.79,
17년01월17일,400.07,411.88,389.67
17년01월18일,399.91,400.50,379.41
17년01월19일,388.79,397.07,376.62
17년01월20일,391.73,410.84,388.11
17년01월23일,394.70,407.31,389.02
17년01월24일,396.13,406.84,390.26
17년01월25일,391.34,403.12,386.07
17년01월26일,395.08,412.53,394.49
17년01월27일,399.70,407.25,390.01
17년01월30일,,405.13,386.05
17년01월31일,387.64,405.63,384.58
17년02월01일,390.15,416.39,394.99
17년02월02일,399.20,410.97,389.02
17년02월03일,400.81,410.64,389.10
17년02월06일,398.96,401.92,382.37
17년02월07일,387.64,393.94,373.33
17년02월08일,383.25,395.96,375.99
17년02월09일,387.52,400.78,381.83
17년02월10일,387.45,408.49,388.03
17년02월13일,396.58,402.59,383.33
17년02월14일,392.26,405.52,385.45
17년02월15일,388.73,401.33,382.33
17년02월16일,387.39,399.60,383.15
17년02월17일,387.26,399.80,382.53
17년02월20일,392.32,404.71,
17년02월21일,394.40,408.99,390.22
17년02월22일,394.42,402.79,386.56
17년02월23일,392.89,406.02,390.74
17년02월24일,391.81,400.33,386.72
17년02월27일,392.54,397.88,384.50
17년02월28일,,395.84,384.59
17년03월01일,392.57,401.33,383.31
17년03월02일,390.64,392.28,374.69
17년03월03일,385.58,401.53,383.07
17년03월06일,390.43,406.09,385.72
17년03월07일,395.87,406.63,386.42
17년03월08일,391.15,384.56,364.07
17년03월09일,378.77,376.39,355.40
17년03월10일,372.02,373.55,352.60
17년03월13일,364.54,374.08,352.59
17년03월14일,359.64,367.58,344.48
17년03월15일,360.89,373.88,352.59
17년03월16일,365.12,373.05,351.49
17년03월17일,356.84,368.44,347.23
17년03월20일,356.17,367.35,343.15
17년03월21일,356.62,360.44,334.83
17년03월22일,344.56,355.94,337.67
17년03월23일,347.56,357.39,337.17
17년03월24일,344.98,357.87,337.93
17년03월27일,344.89,358.38,337.05
17년03월28일,345.01,359.73,338.98
17년03월29일,350.85,366.81,346.44
17년03월30일,355.32,371.09,352.80
17년03월31일,356.48,370.87,355.22
17년04월03일,363.77,373.98,353.70
17년04월04일,357.99,379.50,357.50
17년04월05일,372.93,382.57,359.98
17년04월06일,372.15,388.06,365.51
17년04월07일,383.72,392.97,371.63
17년04월10일,384.51,399.50,378.80
17년04월11일,390.12,403.76,383.44
17년04월12일,393.57,402.58,382.76
17년04월13일,390.12,402.58,383.06
17년04월17일,383.14,396.54,377.13
17년04월18일,379.72,392.38,374.65
17년04월19일,379.62,378.83,361.01
17년04월20일,368.93,379.89,360.39
17년04월21일,368.73,373.03,356.23
17년04월24일,364.17,368.89,351.95
17년04월25일,356.84,370.86,352.78
17년04월26일,359.59,368.48,352.83
17년04월27일,353.98,364.03,346.55
17년04월28일,356.55,367.71,350.65
17년05월01일,,366.21,347.16
17년05월02일,,359.73,339.76
17년05월03일,354.16,362.08,340.90
17년05월04일,,344.08,323.73
17년05월05일,341.16,349.20,328.71
17년05월08일,,351.34,330.62
17년05월09일,344.50,346.99,326.70
17년05월10일,,357.70,337.11
17년05월11일,354.22,362.29,341.31
17년05월12일,351.66,361.47,340.14
17년05월15일,360.18,367.27,346.22
17년05월16일,361.65,365.61,344.44
17년05월17일,354.46,367.05,344.97
17년05월18일,358.76,369.39,347.16
17년05월19일,367.74,379.42,356.20
17년05월22일,374.38,382.04,359.77
17년05월23일,367.55,380.48,361.65
17년05월24일,374.27,380.33,362.01
17년05월25일,374.01,364.65,346.51
17년05월26일,354.56,366.72,350.20
17년05월29일,356.65,368.20,
17년05월30일,355.64,365.23,349.87
17년05월31일,354.09,355.65,341.58
17년06월01일,353.93,357.24,341.23
17년06월02일,340.66,352.01,335.87
17년06월05일,343.84,348.78,334.18
17년06월06일,337.64,353.36,339.75
17년06월07일,340.61,338.08,321.62
17년06월08일,332.18,337.76,322.09
17년06월09일,328.75,340.71,324.30
17년06월12일,331.71,340.67,325.08
17년06월13일,335.00,345.05,329.05
17년06월14일,332.59,333.73,317.61
17년06월15일,321.21,332.19,314.77
17년06월16일,324.02,334.54,315.96
17년06월19일,325.53,334.30,314.99
17년06월20일,324.65,327.49,307.64
17년06월21일,316.96,320.53,304.16
17년06월22일,312.52,324.87,307.06
17년06월23일,316.94,326.77,308.62
17년06월26일,,328.65,311.08
17년06월27일,321.52,333.09,315.88
17년06월28일,323.79,338.16,319.79
17년06월29일,332.92,340.53,322.65
17년06월30일,333.09,343.49,330.01
17년07월03일,342.65,357.48,338.70
